World,Latin America & the Caribbean,Honduras
World,Latin America & the Caribbean,Jamaica
World,Latin America & the Caribbean,Mexico
World,Latin America & the Caribbean,Nicaragua
World,Latin America & the Caribbean,Panama
World,Latin America & the Caribbean,Paraguay
World,Latin America & the Caribbean,Peru
World,Latin America & the Caribbean,Puerto Rico
World,Latin America & the Caribbean,Sint Maarten (Dutch part)
World,Latin America & the Caribbean,St. Kitts and Nevis
World,Latin America & the Caribbean,St. Lucia
World,Latin America & the Caribbean,St. Martin (French part)
World,Latin America & the Caribbean,St. Vincent and the Grenadines
World,Latin America & the Caribbean,Suriname
World,Latin America & the Caribbean,Trinidad and Tobago
World,Latin America & the Caribbean,Turks and Caicos Islands
World,Latin America & the Caribbean,Uruguay
World,Latin America & the Caribbean,Venezuela RB
World,Latin America & the Caribbean,Virgin Islands (U.S.)
World,Middle East and North Africa,Algeria
World,Middle East and North Africa,Bahrain
World,Middle East and North Africa,Djibouti
World,Middle East and North Africa,Egypt  Arab Rep.
World,Middle East and North Africa,Iran  Islamic Rep.
World,Middle East and North Africa,Iraq
World,Middle East and North Africa,Israel
World,Middle East and North Africa,Jordan
World,Middle East and North Africa,Kuwait
World,Middle East and North Africa,Lebanon
World,Middle East and North Africa,Libya
World,Middle East and North Africa,Malta
World,Middle East and North Africa,Morocco
World,Middle East and North Africa,Oman
World,Middle East and North Africa,Qatar
World,Middle East and North Africa,Saudi Arabia
World,Middle East and North Africa,Syrian Arab Republic
World,Middle East and North Africa,Tunisia
World,Middle East and North Africa,United Arab Emirates
World,Middle East and North Africa,West Bank and Gaza
World,Middle East and North Africa,Yemen Rep.
World,North America,Bermuda
World,North America,Canada
World,North America,United States
World,South Asia,Afghanistan
World,South Asia,Bangladesh
World,South Asia,Bhutan
World,South Asia,India
World,South Asia,Maldives
World,South Asia,Nepal
World,South Asia,Pakistan
World,South Asia,Sri Lanka
World,Sub-Saharan Africa,Angola
World,Sub-Saharan Africa,Benin
World,Sub-Saharan Africa,Botswana
World,Sub-Saharan Africa,Burkina  Faso
World,Sub-Saharan Africa,Burundi
World,Sub-Saharan Africa,Cabo  Verde
World,Sub-Saharan Africa,Cameroon
World,Sub-Saharan Africa,Central  African Republic
World,Sub-Saharan Africa,Chad
World,Sub-Saharan Africa,Comoros
World,Sub-Saharan Africa,Congo  Dem. Rep.
World,Sub-Saharan Africa,Congo  Rep
World,Sub-Saharan Africa,Côte  d'Ivoire
World,Sub-Saharan Africa,Equatorial  Guinea
World,Sub-Saharan Africa,Eritrea
World,Sub-Saharan Africa,Ethiopia
World,Sub-Saharan Africa,Gabon
World,Sub-Saharan Africa,Gambia The
World,Sub-Saharan Africa,Ghana
World,Sub-Saharan Africa,Guinea
World,Sub-Saharan Africa,Guinea-Bissau
World,Sub-Saharan Africa,Kenya
World,Sub-Saharan Africa,Lesotho
World,Sub-Saharan Africa,Liberia
World,Sub-Saharan Africa,Madagascar
World,Sub-Saharan Africa,Malawi
World,Sub-Saharan Africa,Mali
World,Sub-Saharan Africa,Mauritania
World,Sub-Saharan Africa,Mauritius
World,Sub-Saharan Africa,Mozambique
World,Sub-Saharan Africa,Namibia
World,Sub-Saharan Africa,Niger
World,Sub-Saharan Africa,Nigeria
World,Sub-Saharan Africa,Rwanda
World,Sub-Saharan Africa,São Tomé and Principe
World,Sub-Saharan Africa,Senegal
World,Sub-Saharan Africa,Seychelles
World,Sub-Saharan Africa,Sierra Leone
World,Sub-Saharan Africa,Somalia
World,Sub-Saharan Africa,South Africa
World,Sub-Saharan Africa,South Sudan
World,Sub-Saharan Africa,Sudan
World,Sub-Saharan Africa,Swaziland
World,Sub-Saharan Africa,Tanzania
World,Sub-Saharan Africa,Togo
World,Sub-Saharan Africa,Uganda
World,Sub-Saharan Africa,Zambia
World,Sub-Saharan Africa,Zimbabwe
